geneID	Endocrine	Immune	Exocrine	ActivatedStroma	ClassicalTumor	NormalStroma	BasalTumor
ADAM18	0	1.122672e-01	1.687404e-01	7.488731e-03	0	0	1.287066e-01
ADAM19	1.863113e-01	1.544428e+00	3.889815e-01	1.971081e+00	2.119377e-01	8.795017e-01	1.257178e+00
ADAM2	0	0	1.989143e-01	0	0	0	0
ADAM20	0	4.694610e-01	0	0	2.107779e-01	0	2.168861e-01
ADAM21	7.360474e-01	0	2.869900e-01	3.239805e-01	3.241760e-02	2.138193e-01	1.737739e-01
ADAM21P1	0	0	3.703428e-01	5.265860e-02	0	0	1.731600e-01
ADAM22	1.477764e+00	1.421474e+00	1.258100e-01	1.763409e+00	0	2.909095e-01	0
ADAM23	2.061629e+00	1.812650e+00	6.131667e-01	1.163195e+00	0	1.289140e+00	0
ADAM28	0	1.086528e+00	3.702593e-01	8.029543e-01	1.572208e+00	6.996339e-01	1.574582e-01
ADAM29	1.862130e+00	7.886078e-01	0	0	0	0	0
ADAM30	0	0	0	0	0	0	0
ADAM32	6.561028e-01	2.361544e-01	7.205168e-01	3.854076e-01	1.858964e-01	7.686829e-01	1.443263e-01
ADAM33	2.031415e+00	1.702561e+00	3.246398e-01	1.592396e+00	4.559111e-01	2.619808e+00	0
ADAM3A	0	0	0	0	0	0	0
ADAM5P	0	0	0	0	1.930012e-02	0	0
ADAM6	2.705904e+00	6.063213e+00	2.027814e+00	2.930096e+00	9.358777e-01	8.506432e-01	1.024352e+00
ADAM7	0	0	1.678726e-01	0	0	0	1.342630e-04
ADAM8	1.888290e-01	6.002205e-01	0	8.941327e-01	1.396801e+00	4.245751e-02	1.632136e+00
ADAM9	2.817928e-01	0	8.607473e-01	1.208567e+00	1.050301e+00	6.182714e-01	1.210593e+00
ADAMDEC1	4.387517e-01	3.656216e+00	0	2.984941e-01	3.078004e-01	4.020056e-01	1.592553e-01
ADAMTS1	2.160840e+00	2.393810e+00	8.876100e-01	9.392986e-01	4.401357e-01	2.356556e+00	0
ADAMTS10	1.320179e+00	1.434431e+00	6.716358e-01	1.282893e+00	6.527941e-01	1.268012e+00	2.839732e-01
ADAMTS12	0	0	1.634903e-01	3.066008e+00	0	4.804945e-01	0
ADAMTS13	8.871409e-01	5.026277e-01	0	8.146395e-02	9.139625e-01	6.768320e-01	6.493003e-01
ADAMTS14	0	5.203385e-01	0	1.883921e+00	4.586785e-01	1.412705e+00	9.120855e-01
ADAMTS15	9.800133e-01	1.643217e+00	5.396372e-01	4.112109e-01	0	1.036588e+00	1.591983e-01
ADAMTS16	1.388586e+00	1.516905e+00	2.017685e+00	2.219682e+00	0	2.252988e+00	0
ADAMTS17	3.936306e-01	1.344733e+00	1.915110e+00	5.541792e-01	5.885331e-01	8.576733e-01	0
ADAMTS18	5.082222e-01	1.634319e+00	0	7.104771e-01	1.637444e-01	1.348501e+00	0
ADAMTS19	0	0	2.330571e-01	0	1.426364e-01	6.164980e-01	0
ADAMTS2	1.457281e+00	5.184610e-01	4.926090e-01	2.643074e+00	2.066521e-01	9.110307e-01	8.571823e-02
ADAMTS20	0	0	3.763916e-01	1.164968e-01	0	0	2.653956e-01
ADAMTS3	1.516678e+00	2.021993e+00	3.727043e-01	1.127793e+00	0	1.434215e+00	0
ADAMTS4	1.263202e+00	1.524526e+00	3.218417e-01	1.832157e+00	3.545367e-01	1.370024e+00	1.307152e-01
ADAMTS5	7.674781e-01	4.528050e-01	0	1.698883e+00	1.400458e-01	1.228909e+00	0
ADAMTS6	0	3.153787e-01	0	1.578100e+00	4.252394e-01	9.830925e-01	1.290066e-01
ADAMTS7	0	3.190704e-01	0	2.484627e+00	4.461037e-01	9.629423e-01	7.780268e-01
ADAMTS8	3.487804e+00	1.919336e+00	1.851856e+00	2.549162e-02	2.031625e-01	2.989170e+00	0
ADAMTS9	1.779595e+00	1.365069e+00	6.953425e-01	9.302620e-01	5.497208e-01	1.721797e+00	7.513036e-02
ADAMTSL1	2.108961e+00	1.387109e+00	2.425036e-01	1.740326e+00	0	2.229271e+00	0
ADAMTSL2	3.687527e+00	1.384614e+00	4.191193e-01	1.398118e+00	9.524365e-01	1.159979e+00	3.579646e-01
ADAMTSL3	2.334193e+00	1.037272e+00	2.199921e+00	7.279717e-01	2.049342e-01	1.917466e+00	0
ADAMTSL4	2.671935e-01	6.004837e-01	3.173490e-01	1.859234e+00	8.580708e-01	9.708083e-01	1.047020e+00
ADAMTSL5	0	0	0	5.806446e-01	1.424661e+00	3.611546e-01	1.470059e+00
ADAP1	0	0	4.583830e-01	2.297993e-01	1.848111e+00	5.038755e-01	1.557302e+00
ADAP2	1.570006e+00	1.610058e+00	8.199770e-01	1.579137e+00	3.765780e-01	8.858248e-01	1.774203e-01
ADAR	1.244315e+00	1.153634e+00	6.930028e-01	9.983469e-01	1.056394e+00	8.861729e-01	1.048006e+00
ADARB1	1.145406e+00	1.760675e+00	5.723747e-01	1.630346e+00	4.117952e-01	1.208130e+00	2.709707e-01
ADARB2	1.457068e+00	1.358472e+00	3.693779e+00	0	2.513917e-01	6.720502e-01	0
ADAT1	5.722087e-01	7.688209e-01	4.387572e-01	7.591462e-01	3.671523e-01	4.590611e-01	4.184989e-01
ADAT2	2.100798e-01	1.191823e+00	4.436626e-01	1.463772e-01	7.781015e-01	7.665007e-01	7.000929e-01
ADAT3	0	1.419097e-02	8.716320e-02	0	1.288219e+00	6.093257e-01	7.172155e-01
ADC	1.571040e+00	1.309144e+00	1.164565e-01	1.432583e+00	4.994230e-01	8.003693e-01	6.256743e-01
ADCK1	1.139933e+00	8.799070e-01	8.214529e-01	5.621887e-01	7.813594e-01	8.673047e-01	7.793526e-01
ADCK2	1.050163e+00	1.123863e+00	8.300398e-01	6.633196e-01	9.272327e-01	8.269356e-01	1.037647e+00
ADCK4	1.178959e+00	7.868669e-01	8.415051e-01	4.967301e-01	1.050849e+00	7.460022e-01	1.236783e+00
ADCK5	2.018857e-01	3.746588e-01	2.824674e-01	1.802585e-01	1.291610e+00	3.438820e-01	1.500612e+00
ADCY1	4.557472e+00	1.270381e+00	1.367912e+00	9.558504e-01	0	1.358557e+00	0
ADCY10	2.257767e-01	1.164019e-01	0	0	4.487210e-02	2.406258e-01	0
ADCY2	8.672899e-01	0	0	2.149380e+00	1.843365e-01	1.533081e+00	0
ADCY3	1.526934e+00	1.669697e+00	6.944232e-01	9.246203e-01	7.697903e-01	1.285486e+00	7.699121e-01
ADCY4	1.787588e+00	2.282295e+00	7.868648e-01	6.703152e-01	9.242134e-01	1.871715e+00	2.879184e-02
ADCY5	2.293337e+00	1.628028e+00	1.541410e+00	1.616100e-01	4.367545e-01	2.440918e+00	0
ADCY6	8.851530e-01	6.833411e-01	6.597164e-01	6.413109e-01	1.086801e+00	1.041313e+00	9.139410e-01
ADCY7	2.656623e-01	1.427630e+00	2.976494e-01	1.079554e+00	7.247100e-01	4.898295e-01	1.120312e+00
ADCY8	2.256634e-01	0	4.041645e-02	0	0	3.254205e-01	0
ADCY9	1.048216e+00	5.365984e-01	1.476443e+00	7.558655e-01	7.133780e-01	1.241378e+00	4.440834e-01
ADCYAP1	8.874496e+00	1.257018e+00	8.259279e-01	8.054191e-02	0	1.819901e+00	0
ADCYAP1R1	6.901185e-01	5.539187e-01	6.195428e-01	0	0	7.262444e-01	0
ADD1	1.230112e+00	1.270201e+00	8.265096e-01	1.083490e+00	1.021986e+00	1.270760e+00	1.031623e+00
ADD2	1.506246e+00	2.268419e+00	1.726411e+00	1.616235e+00	0	1.460205e+00	0
ADD3	9.277024e-01	1.282876e+00	9.034793e-01	8.845452e-01	1.238303e+00	1.066734e+00	5.758357e-01
ADH1A	1.683281e+00	2.449182e+00	1.098197e+00	0	3.710055e-01	1.704356e+00	0
ADH1B	4.758673e+00	5.554114e+00	2.505144e+00	0	7.368901e-01	3.271636e+00	0
ADH1C	1.800877e+00	1.869929e+00	1.376498e+00	3.332664e-01	2.020189e+00	2.553377e+00	0
ADH4	5.253644e-02	1.933330e+00	0	0	6.635437e-01	2.333622e+00	0
ADH5	6.646997e-01	8.638887e-01	7.257326e-01	1.191877e+00	8.507185e-01	1.152185e+00	9.743771e-01
ADH6	1.906393e-01	1.096849e+00	2.649629e-01	0	1.483927e+00	2.325605e+00	0
ADH7	0	0	0	1.261301e-01	0	0	5.613760e-01
ADHFE1	5.614856e-01	1.418723e+00	1.816444e+00	2.264291e-01	6.406111e-01	1.209620e+00	0
ADI1	9.994252e-01	9.771609e-01	1.003074e+00	8.960348e-01	1.071219e+00	1.302027e+00	8.786886e-01
ADIG	9.370654e-03	0	0	0	0	0	3.250675e-02
ADIPOQ	3.775853e+00	8.110143e+00	2.020187e+00	0	0	9.448144e-01	0
ADIPOR1	6.480644e-01	5.436275e-01	8.978273e-01	9.333697e-01	9.697334e-01	6.037577e-01	1.116337e+00
ADIPOR2	4.650378e-01	9.212657e-01	9.029938e-01	6.951790e-01	9.095194e-01	6.521915e-01	1.189319e+00
ADK	6.407463e-01	8.461354e-01	8.271078e-01	4.262310e-01	5.851729e-01	4.818852e-01	1.406529e+00
ADM	0	0	0	9.978129e-01	1.014901e+00	0	1.695715e+00
ADM2	4.309582e-01	9.919184e-01	1.175407e+00	8.002570e-01	1.241449e+00	2.540475e-01	8.340021e-01
ADNP	4.368577e-01	8.816855e-01	5.424451e-01	6.862005e-01	8.103665e-01	8.272796e-01	9.720871e-01
ADNP2	4.971775e-01	6.542850e-01	7.032494e-01	8.554556e-01	5.610358e-01	7.261254e-01	5.537881e-01
ADO	1.094479e+00	8.815409e-01	7.278322e-01	8.516065e-01	8.122873e-01	8.994937e-01	7.677772e-01
ADORA1	2.457626e+00	7.138205e-01	2.412144e+00	1.053129e+00	8.135269e-01	9.717867e-01	5.874124e-02
ADORA2A	2.454411e+00	2.901471e+00	2.192698e-01	7.886139e-01	4.131414e-01	1.082785e+00	2.630058e-01
ADORA2B	0	0	3.003697e-01	5.800821e-01	9.101083e-01	0	1.763693e+00
ADORA3	1.375760e+00	1.101740e+00	6.951126e-01	1.471658e+00	3.240409e-01	8.961447e-01	1.064091e-01
ADPGK	5.596514e-01	1.507393e+00	7.225267e-01	8.287741e-01	8.892070e-01	6.180806e-01	9.858201e-01
ADPRH	1.554901e+00	1.826555e+00	1.254795e+00	1.068954e+00	3.816275e-01	1.268663e+00	3.471545e-01
ADPRHL1	6.316817e-01	0	1.207299e+00	9.621078e-02	5.496929e-01	1.552594e-01	8.807914e-01
ADPRHL2	7.730286e-01	9.329014e-01	6.118160e-01	8.116614e-01	9.856363e-01	8.090931e-01	1.180065e+00
ADRA1A	9.725343e-01	1.405486e+00	1.650108e-01	0	0	8.978061e-01	0
ADRA1B	0	6.868906e-01	0	3.070026e-01	6.088602e-02	0	1.231584e+00
ADRA1D	1.114352e+00	2.321163e-01	6.765351e-01	3.438090e-01	5.203658e-03	1.457251e+00	0
ADRA2A	1.393692e+00	1.234676e+00	1.942536e+00	6.702192e-01	1.578481e+00	1.841220e+00	1.997243e-01
ADRA2B	1.189434e+00	7.842497e-01	0	3.434923e-01	5.017410e-01	1.130382e+00	3.161254e-02
ADRA2C	2.156192e+00	1.131583e+00	1.075846e+00	1.408101e-01	7.627455e-01	1.203766e+00	1.130740e-01
ADRB1	1.389674e+00	1.236488e+00	1.097725e+00	0	3.968040e-01	8.393595e-02	6.497992e-01
ADRB2	1.434830e+00	2.584493e+00	8.183079e-01	5.029396e-01	0	1.371847e+00	4.644243e-01
ADRB3	1.337920e+00	1.321366e+00	4.806666e-01	0	1.598712e-01	1.171571e+00	0
ADRBK1	5.347399e-01	1.488307e+00	5.073769e-01	6.255064e-01	1.286124e+00	6.985667e-01	1.434702e+00
ADRBK2	2.316741e+00	1.986050e+00	7.035603e-01	7.809163e-01	5.441633e-01	1.101348e+00	2.943209e-01
ADRM1	6.529413e-01	8.275714e-01	8.802477e-01	5.931881e-01	1.150445e+00	7.174419e-01	1.616997e+00
ADSL	8.421085e-01	1.019657e+00	1.186164e+00	9.238680e-01	6.608124e-01	9.743953e-01	9.968881e-01
ADSS	4.063728e-01	5.212449e-01	7.386863e-01	7.186941e-01	9.158725e-01	5.429670e-01	1.174258e+00
ADSSL1	1.023231e+00	0	6.757921e-01	9.152754e-01	2.592206e-01	4.793942e-01	8.271498e-01
AEBP1	1.435826e+00	9.962307e-01	5.740409e-01	3.512962e+00	9.326966e-01	1.338315e+00	8.569696e-01
AEBP2	2.303963e-01	8.215309e-01	5.866301e-01	6.215006e-01	6.423027e-01	5.949714e-01	8.465001e-01
AEN	1.001441e+00	1.073906e+00	1.021556e+00	7.547469e-01	7.691849e-01	8.499499e-01	7.948560e-01
AES	1.457198e+00	1.183699e+00	1.064753e+00	8.390819e-01	1.438627e+00	1.315266e+00	1.377323e+00
AFAP1	5.709053e-01	5.733680e-01	2.711533e-01	1.285165e+00	7.625739e-01	7.844609e-01	9.723487e-01
AFAP1L1	7.848621e-01	1.071831e+00	1.510562e-01	1.376642e+00	2.101445e-01	1.209562e+00	2.675382e-01
AFAP1L2	2.571897e-01	5.354167e-01	1.099574e+00	7.934077e-01	1.241925e+00	6.532091e-01	1.649011e+00
AFARP1	0	0	0	0	7.411439e-01	2.104269e-01	2.002275e-01
AFF1	7.545943e-01	1.113563e+00	7.994617e-01	1.007818e+00	8.559350e-01	1.123503e+00	4.433666e-01
AFF2	1.021746e+00	2.656986e+00	1.382495e-01	8.117620e-01	6.159579e-02	5.201800e-01	0
AFF3	1.743657e+00	3.931168e+00	4.869274e-02	3.283263e-01	3.074224e-01	1.415997e+00	0
AFF4	6.114164e-01	7.613582e-01	5.880058e-01	1.080064e+00	8.267495e-01	9.407234e-01	5.520855e-01
AFG3L1	4.576491e-01	1.168620e+00	1.184279e-01	2.117747e-01	8.949690e-01	7.636121e-01	8.234831e-01
AFG3L2	7.844246e-01	7.363919e-01	1.134982e+00	6.289282e-01	1.013778e+00	8.537583e-01	1.066834e+00
AFM	2.957103e-01	0	1.434226e+00	0	0	0	0
AFMID	3.773706e-01	9.348151e-01	1.276608e+00	6.828891e-01	8.084802e-01	6.169048e-01	9.391402e-01
AFP	1.898756e-01	0	8.681150e-02	0	1.887983e-01	1.717832e-01	0
AFTPH	4.750955e-01	9.560782e-01	7.898074e-01	5.836551e-01	1.050944e+00	8.632771e-01	7.995282e-01
AG2	1.494387e+00	1.792349e+00	7.389605e-01	1.365816e+00	7.509916e-01	2.025903e+00	3.947507e-01
AGA	9.917477e-01	6.214645e-01	8.638485e-01	8.796407e-01	7.123587e-01	6.442319e-01	4.686754e-01
AGAP1	5.471251e-01	7.079006e-03	6.514421e-01	5.585224e-01	6.314865e-01	7.501774e-01	7.597500e-01
AGAP11	6.386684e-01	1.341329e+00	3.342273e-01	1.728671e-01	1.784670e-01	6.612628e-01	8.728108e-01
AGAP2	1.801715e+00	3.099832e+00	5.297573e-01	7.974693e-01	5.844439e-01	9.144308e-01	2.961938e-01
AGAP3	9.021861e-01	8.117884e-01	7.179472e-01	8.309400e-01	1.020478e+00	7.389258e-01	1.428255e+00
AGAP4	4.497619e-01	1.143314e+00	3.152977e-01	8.327053e-02	1.126001e+00	8.925672e-01	8.147842e-01
AGAP5	6.720079e-02	6.421631e-01	9.919589e-02	0	7.603322e-01	5.734329e-01	2.356228e-01
AGAP6	3.741622e-01	1.207848e+00	0	0	9.793659e-01	8.682930e-01	6.886287e-01
AGAP7	0	1.314686e+00	0	0	6.104665e-01	2.555397e-01	4.098244e-01
AGAP8	4.413276e-01	9.415037e-01	1.632029e-01	0	8.485310e-01	4.003592e-01	7.331273e-01
AGBL1	0	0	0	0	2.406063e-01	0	0
AGBL2	0	7.075372e-01	0	0	7.766885e-01	5.846486e-02	6.370073e-01
AGBL3	5.352821e-01	8.439946e-01	2.005582e-01	0	2.016787e-01	2.685916e-01	0
AGBL4	2.900571e+00	5.315547e-01	0	0	0	4.154873e-01	0
AGBL5	3.221004e-01	4.112684e-01	9.259882e-01	5.231049e-01	6.461647e-01	7.060084e-01	1.138333e+00
AGER	0	2.022931e+00	0	5.333918e-02	8.362327e-01	6.488904e-01	7.219911e-01
AGFG1	6.420680e-01	8.914540e-01	4.383753e-01	8.738638e-01	9.905864e-01	8.148033e-01	9.347780e-01
AGFG2	1.398511e+00	6.025398e-01	7.062852e-01	5.458645e-02	1.206521e+00	1.042385e+00	7.903746e-01
AGGF1	7.604474e-01	9.724930e-01	7.860048e-01	8.527996e-01	6.877921e-01	9.155654e-01	5.868786e-01
AGK	5.075430e-01	9.072455e-01	3.589200e-01	6.666571e-01	7.980356e-01	7.399996e-01	9.049776e-01
AGL	5.463753e-01	8.592030e-01	6.320047e-01	6.774761e-01	6.718711e-01	1.214093e+00	5.201815e-01
AGMAT	3.731152e-01	1.115960e+00	4.222400e-01	0	1.087794e+00	7.019566e-01	7.252682e-01
AGPAT1	1.129951e+00	7.975043e-01	7.853283e-01	1.143545e+00	9.104390e-01	1.002814e+00	8.870487e-01
AGPAT2	7.730562e-01	2.533954e-01	1.080834e+00	4.550378e-01	1.664306e+00	6.746691e-01	1.621636e+00
AGPAT3	8.961765e-01	1.276685e+00	9.697545e-01	6.237685e-01	9.690518e-01	9.518060e-01	9.967861e-01
AGPAT4	7.493656e-01	5.497656e-01	5.102444e-01	1.449198e+00	4.870058e-01	1.173255e+00	4.056275e-01
AGPAT5	6.446675e-01	7.804848e-01	8.584443e-01	5.842788e-01	7.481052e-01	8.845183e-01	6.408869e-01
AGPAT6	9.268126e-01	9.950919e-01	1.008597e+00	8.185062e-01	8.858965e-01	1.063219e+00	9.557316e-01
AGPAT9	4.839872e-01	8.717488e-01	6.302736e-01	2.592778e-01	8.048036e-01	6.140034e-01	9.611061e-01
AGPHD1	1.069590e+00	5.402752e-01	1.327229e+00	3.395619e-01	6.392666e-01	8.851011e-01	3.402337e-01
AGPS	6.275496e-01	6.019266e-01	6.922884e-01	9.770080e-01	8.722119e-01	9.035782e-01	8.990251e-01
AGR2	1.896303e-01	4.967316e-01	1.251638e+00	1.122786e+00	2.301820e+00	1.332965e+00	1.166141e+00
AGR3	0	1.910693e-01	8.651850e-01	1.053390e+00	2.412307e+00	1.381857e+00	2.101036e-01
AGRN	2.586287e-01	1.240572e-01	6.123117e-01	1.119984e+00	1.289518e+00	5.759660e-01	1.962210e+00
AGRP	0	0	0	9.369547e-01	1.619905e-01	0	3.642809e-01
AGT	2.735603e+00	1.030468e+00	2.907363e-01	8.818629e-01	7.501374e-01	1.760961e+00	0
AGTPBP1	7.060308e-01	1.218032e+00	7.249232e-01	6.662376e-01	5.368968e-01	7.821801e-01	3.945519e-01
AGTR1	2.548255e+00	1.502529e+00	5.208912e-01	1.302830e+00	0	2.147873e+00	0
AGTR2	1.631419e+00	1.370337e+00	1.984967e+00	0	0	5.313751e-01	0
AGTRAP	3.908446e-01	5.046637e-01	9.534086e-01	9.660245e-01	8.585247e-01	5.174101e-01	1.410455e+00
AGXT	0	0	0	0	4.270935e-01	0	0
AGXT2	0	7.820296e-02	1.544422e-01	0	2.222481e-02	0	2.526850e-02
AGXT2L1	1.102655e-01	0	2.538617e-01	0	3.656831e-01	0	0
AGXT2L2	5.029934e-01	1.390685e+00	6.548817e-01	6.723012e-01	1.039175e+00	9.064514e-01	7.424263e-01
AHCTF1	7.853402e-01	8.037011e-01	6.073822e-01	7.248969e-01	7.656468e-01	7.618878e-01	6.628581e-01
AHCY	6.310130e-01	7.742246e-01	1.519564e+00	7.467779e-01	1.065089e+00	9.495730e-01	1.329172e+00
AHCYL1	1.384049e+00	9.102035e-01	8.967698e-01	9.203196e-01	9.508473e-01	1.330005e+00	7.855496e-01
AHCYL2	7.712311e-01	9.469611e-01	8.240875e-01	6.717319e-01	1.814912e+00	1.519064e+00	3.251366e-01
AHDC1	1.001507e+00	5.169607e-01	0	8.746284e-01	1.041375e+00	9.241716e-01	8.877981e-01
AHI1	1.224112e+00	9.432838e-01	1.614722e-01	5.465435e-01	6.156857e-01	1.140845e+00	2.181256e-01
AHNAK	7.164874e-01	8.625716e-01	7.480536e-01	1.337154e+00	1.189387e+00	1.319797e+00	1.405433e+00
AHNAK2	0	0	4.175209e-01	1.590134e+00	1.236747e+00	4.492427e-01	2.256114e+00
AHR	3.098808e-01	6.878201e-01	0	1.089618e+00	1.305484e+00	1.042736e+00	7.790221e-01
AHRR	2.712113e-01	5.102804e-01	0	4.198536e-01	5.262592e-01	7.042460e-01	5.487555e-01
AHSA1	6.050861e-01	6.835217e-01	7.775160e-01	8.310929e-01	1.005331e+00	7.921781e-01	1.352062e+00
AHSA2	2.596762e-01	1.300593e+00	0	4.662417e-02	1.295236e+00	8.761149e-01	1.020437e+00
AHSG	0	0	0	0	8.149128e-01	0	8.117142e-01
AHSP	1.004189e-01	9.203193e-02	1.424528e-01	2.062214e-01	0	0	4.581309e-02
AICDA	0	4.151513e+00	0	2.044869e-01	5.015712e-02	0	5.480931e-02
AIDA	5.978917e-01	7.171717e-01	6.521463e-01	9.846142e-01	8.476002e-01	9.053273e-01	8.865459e-01
AIF1	1.738668e+00	2.279744e+00	1.297524e+00	1.604193e+00	6.008775e-01	1.237621e+00	5.385084e-01
AIF1L	1.202437e+00	1.787616e+00	1.281172e+00	1.168318e-01	2.009367e-01	1.400758e+00	4.544294e-01
AIFM1	1.067339e+00	1.051549e+00	1.125765e+00	5.289366e-01	9.287789e-01	9.365404e-01	8.772582e-01
AIFM2	6.941023e-01	8.158626e-01	3.613717e-01	3.741666e-01	9.667479e-01	5.910667e-01	1.157201e+00
AIFM3	1.049544e+00	7.573454e-02	0	1.199012e-01	1.048266e+00	4.234347e-01	1.746596e-01
AIG1	7.447391e-01	2.463845e-01	4.820949e-01	8.173278e-01	4.041834e-01	6.854675e-01	1.254229e+00
AIM1	2.074335e-01	1.786138e+00	1.227166e-01	3.746092e-01	9.829462e-01	5.659670e-01	9.319597e-01
AIM1L	0	0	0	6.074312e-01	1.781657e+00	5.174574e-02	2.319078e+00
AIM2	0	3.781013e+00	1.196378e+00	3.316581e-01	4.423578e-02	0	1.344236e+00
AIMP1	5.430184e-01	7.498711e-01	8.018851e-01	6.542559e-01	9.327634e-01	7.044013e-01	1.138954e+00
AIMP2	7.297968e-01	4.587290e-01	7.406621e-01	5.289681e-01	8.172504e-01	7.005644e-01	1.156968e+00
AIP	7.095859e-01	1.131798e+00	6.713037e-01	7.906893e-01	1.066105e+00	8.287921e-01	1.291169e+00
AIPL1	0	0	0	0	1.000597e-01	0	1.097461e-02
AIRE	0	2.223603e+00	0	0	1.880956e-01	0	0
AJAP1	1.482100e+00	5.281724e-01	1.549120e+00	2.714416e-01	4.077112e-01	2.893302e-01	0
AK1	1.564168e+00	5.702026e-01	5.506660e-01	7.139498e-01	1.115085e+00	1.233742e+00	1.036306e+00
AK2	7.948610e-01	1.003536e+00	7.143865e-01	8.070417e-01	1.051357e+00	8.175183e-01	1.319418e+00
AK3	9.545604e-01	9.945962e-01	9.856588e-01	9.103987e-01	8.800098e-01	1.128256e+00	6.893688e-01
AK3L1	0	0	0	1.005351e+00	1.102154e+00	5.651822e-01	1.190748e+00
AK5	1.314633e-01	4.240408e-03	0	2.366821e+00	2.629748e-01	9.701400e-01	9.809567e-02
AK7	2.494902e-01	0	6.934247e-01	2.027149e-01	9.546580e-01	5.732853e-01	6.421303e-02
AKAP1	3.528603e-01	5.071576e-01	5.456206e-01	4.412041e-01	1.298997e+00	9.897832e-01	9.795891e-01
AKAP10	5.277063e-01	9.533030e-01	5.058789e-01	8.775287e-01	5.254078e-01	8.253564e-01	4.301980e-01
AKAP11	1.095277e+00	8.793594e-01	3.255428e-01	8.305109e-01	7.624452e-01	9.968148e-01	4.742460e-01
AKAP12	8.658464e-01	1.351901e+00	7.815457e-01	1.515473e+00	2.914844e-01	1.982148e+00	2.579776e-01
AKAP13	6.848590e-01	1.555407e+00	1.038046e+00	1.216898e+00	1.036376e+00	1.199102e+00	7.021644e-01
AKAP14	0	0	0	0	7.806334e-02	0	1.816173e-01
AKAP2	2.909970e-01	1.605849e+00	0	1.321969e+00	3.656830e-01	1.396634e+00	0
AKAP3	1.167418e+00	1.499143e+00	1.927202e+00	1.702847e-01	0	1.099409e-01	5.059538e-01
AKAP4	0	0	1.028966e-01	0	1.627732e-01	4.513458e-02	0
AKAP5	0	1.183513e+00	0	9.990400e-01	6.338107e-01	7.438267e-01	5.111511e-03
AKAP6	1.885638e+00	8.446187e-01	1.052237e+00	0	6.865665e-02	2.386517e+00	0
AKAP7	2.166280e+00	1.784653e+00	2.826187e+00	2.847598e-01	7.215869e-01	1.256099e+00	0
AKAP8	6.243146e-01	1.073628e+00	6.268291e-01	5.835924e-01	1.023221e+00	9.037651e-01	9.588943e-01
AKAP8L	9.369340e-01	1.154112e+00	6.064725e-01	6.096330e-01	1.096242e+00	7.979993e-01	1.160329e+00
AKAP9	6.405639e-01	9.903529e-01	6.483648e-01	7.163867e-01	7.987734e-01	9.808781e-01	5.813538e-01
AKD1	1.005086e+00	7.977544e-01	2.420349e-01	4.903079e-01	5.413595e-01	8.055525e-01	0
AKIRIN1	1.023079e+00	1.159352e+00	6.211997e-01	7.387985e-01	8.317744e-01	1.124514e+00	6.519559e-01
AKIRIN2	9.036372e-01	1.468994e+00	5.833010e-01	7.911706e-01	6.749203e-01	9.172494e-01	8.086734e-01
AKNA	8.691712e-01	3.490173e+00	7.784731e-01	7.891135e-01	7.759573e-01	1.162928e+00	2.675805e-01
AKNAD1	0	1.634753e-01	0	1.978386e-01	7.406612e-02	3.818839e-01	1.146674e-01
AKR1A1	1.103342e+00	1.222124e+00	1.007328e+00	1.104983e+00	1.124787e+00	1.054206e+00	1.038423e+00
AKR1B1	1.179363e+00	1.402835e+00	9.705852e-01	1.193786e+00	7.286839e-01	1.042669e+00	9.403119e-01
AKR1B10	3.320139e-01	5.946048e-01	0	9.664573e-01	2.679017e+00	1.912926e+00	2.560618e-01
AKR1B15	0	8.944921e-02	0	3.554100e-01	7.538327e-01	2.937843e-01	3.919063e-01
AKR1C1	1.193615e+00	2.048616e+00	1.586472e-01	8.512649e-01	9.078887e-01	1.428581e+00	5.462525e-01
AKR1C2	1.131226e+00	1.694640e+00	0	1.050213e+00	9.817258e-01	1.100026e+00	8.708950e-01
AKR1C3	6.545093e-01	8.198058e-01	3.553767e-02	8.495531e-01	1.483610e+00	1.239582e+00	8.826905e-01
AKR1C4	0	4.072674e-01	0	0	1.291960e+00	9.357535e-01	0
AKR1CL1	0	4.465233e-02	0	0	4.595265e-02	0	0
AKR1D1	0	3.102370e-01	1.293239e-01	0	2.623372e-02	0	5.949485e-02
AKR1E2	0	0	0	5.754263e-01	5.047318e-01	3.381123e-01	9.298637e-01
AKR7A2	1.048130e+00	7.652135e-01	9.765814e-01	9.240066e-01	1.018876e+00	1.142505e+00	9.194170e-01
AKR7A3	0	0	2.858337e+00	7.362801e-01	2.222015e+00	1.590792e+00	1.780605e-01
AKR7L	0	0	1.025030e+00	8.456364e-02	1.914813e+00	1.405045e+00	0
AKT1	8.276014e-01	8.166818e-01	9.341165e-01	1.156589e+00	1.138339e+00	1.012551e+00	1.231930e+00
AKT1S1	1.148833e+00	6.961487e-01	8.154373e-01	8.067441e-01	9.662599e-01	9.862827e-01	1.201329e+00
AKT2	1.124973e+00	1.150978e+00	9.049232e-01	1.045490e+00	9.797750e-01	8.723344e-01	1.228775e+00
AKT3	1.640936e+00	8.924801e-01	3.718113e-01	1.649342e+00	1.371477e-01	1.284345e+00	0
AKTIP	1.034227e+00	7.714321e-01	5.490002e-01	7.522348e-01	6.758268e-01	1.056501e+00	7.448909e-01
ALAD	1.078632e+00	9.220562e-01	1.369532e+00	8.871438e-01	1.131201e+00	1.160634e+00	6.321422e-01
