geneID	D13.3_CAR-HPX	D15.6_CHAN-INTERFERON-PRODUCING-DENDRITIC-CELL	D16.14_GNF2-TTN	D12.9_GNF2-SERPINI2	D25.2_SCHLOSSER-MYC-AND-SERUM-RESPONSE-SYNERGY	D17.2_REACTOME-OLFACTORY-SIGNALING-PATHWAY	D11.5_JIANG-CORE-DUPLICON-GENES	D16.2_FINETTI-BREAST-CANCER-KINOME-RED	D13.11_NAKAMURA-LUNG-CANCER-DIFFERENTIATION-MARKERS	D15.7_FARMER-BREAST-CANCER-CLUSTER-5	D18.12_NIELSEN-LEIOMYOSARCOMA-CNN1-UP	D20.17_XENOBIOTIC-METABOLIC-PROCESS	D22.17_GNF2-TM4SF2	D20.11_GNF2-CDH3	D16.10_JIANG-CORE-DUPLICON-GENES	D22.4_REACTOME-OLFACTORY-SIGNALING-PATHWAY
LOC729059	4.082945e-01	2.296255e-01	4.998579e-01	3.028642e-02	3.006076e-01	4.857928e-01	3.896203e-01	3.909347e-01	1.303454e-01	1.871553e-01	3.509195e-02	0	5.290565e-01	3.370960e-01	6.018472e-02	0
LOC729082	1.386211e+00	1.052324e+00	1.365075e+00	1.370247e+00	1.269720e+00	8.125193e-01	1.310050e+00	1.673054e+00	1.038680e+00	3.264042e-01	6.593445e-01	5.507177e-01	1.011120e+00	9.927108e-01	1.468307e+00	9.360816e-01
LOC729085	1.632624e+00	2.022483e+00	1.497966e+00	3.313855e-01	0	2.077159e-01	2.778563e-01	0	1.482878e+00	2.060736e+00	3.298925e+00	4.308619e-01	1.805552e+00	1.274487e+00	2.309545e-01	2.121485e-01
LOC729088	7.501783e-01	3.387506e-01	8.288113e-01	6.048962e-01	1.263765e+00	1.929378e-01	1.389303e+00	7.703948e-01	4.935847e-01	1.087582e-01	3.386320e-01	7.843876e-02	1.115667e+00	0	9.987512e-01	2.013059e-01
LOC729090	1.257121e+00	1.314536e+00	1.487290e+00	1.457123e+00	1.491196e+00	1.401925e+00	1.289136e+00	2.419475e+00	1.279500e+00	9.814130e-01	1.414180e+00	6.600747e-01	1.476746e+00	1.192413e+00	1.456716e+00	1.432239e+00
LOC729111	3.523431e-01	6.186100e-01	5.570110e-01	0	1.585498e-01	0	2.944052e-01	6.250509e-01	1.063778e+00	7.833229e-02	5.988966e-01	0	1.611965e-01	6.558281e-01	0	0
LOC729121	2.389389e-01	4.347087e-02	2.915528e-01	2.249779e-01	2.677716e-01	2.525948e-01	6.587095e-01	2.822544e-01	0	3.588160e-02	9.592062e-02	0	0	3.165071e-01	3.395626e-01	9.051440e-01
LOC729127	2.900024e-01	0	1.981762e-01	5.499043e-01	0	2.412769e+00	8.074957e-01	7.308300e-01	2.257837e-01	4.543929e-02	3.899923e-01	0	2.434342e-01	1.393460e-01	1.035035e+00	3.540486e+00
LOC729141	3.732707e-01	2.128546e-01	4.523698e-01	4.028596e-02	1.517273e+00	0	3.280220e-01	3.846107e-01	1.242913e-01	0	1.731304e-02	0	1.856588e-01	3.733756e-01	0	0
LOC729170	2.841951e+00	1.530545e+00	5.734908e-01	0	0	1.362670e-01	9.169880e-01	4.120462e-01	1.601952e-02	4.212599e-01	1.123049e+00	0	0	6.475701e-01	6.400762e-01	4.627465e-01
LOC729173	4.670081e-01	2.229877e-01	5.331598e-01	6.383442e-01	2.095742e+00	1.925608e+00	1.042368e+00	6.876496e-01	2.982612e-01	1.442539e-01	6.846312e-01	0	9.317070e-02	3.487720e-01	4.768176e-01	3.198819e+00
LOC729234	5.191327e-01	3.834431e-01	0	9.625307e-01	2.116968e+00	3.090619e-01	1.012392e+00	6.095759e-01	3.795176e-01	1.077398e-01	0	1.950132e-01	0	2.885746e-01	1.772345e+00	4.797266e-01
LOC729259	1.388897e+00	1.187557e+00	1.519922e+00	1.477990e+00	1.163910e+00	1.415603e+00	1.497123e+00	2.511051e+00	1.248568e+00	6.867193e-01	1.345977e+00	4.735608e-01	1.476839e+00	8.712671e-01	1.687206e+00	1.611385e+00
LOC729279	6.441353e-01	1.106344e+00	1.094642e+00	1.108827e+00	2.219420e+00	7.707372e-01	7.922059e-01	1.436149e+00	6.389867e-01	5.272294e-01	6.393677e-01	5.020397e-01	4.997475e-01	1.151031e+00	4.236793e-01	8.282942e-01
LOC729298	9.256344e-01	8.754674e-01	1.556846e+00	9.852742e-01	5.499349e-01	1.125546e+00	6.639717e-01	1.988594e+00	9.650453e-01	3.641770e-01	9.602517e-01	5.460507e-01	1.123000e+00	1.298936e+00	9.657947e-01	1.225689e+00
LOC729313	1.077549e+00	8.918484e-01	1.294230e+00	1.069298e+00	0	1.719292e+00	1.273854e+00	2.575181e+00	1.039179e+00	7.181676e-01	1.068804e+00	5.014275e-01	1.244773e+00	1.285280e+00	1.661039e+00	1.754516e+00
LOC729314	7.848521e-01	5.129937e-01	3.944048e-01	6.822180e-01	1.238600e+00	2.336652e+00	1.496595e+00	5.710919e-01	4.831690e-01	3.992605e-01	5.089404e-01	4.097568e-02	6.651569e-01	2.639531e-01	1.652425e+00	2.402127e+00
LOC729332	3.594734e-01	4.457588e-01	6.545184e-01	9.690689e-01	0	6.120595e-01	4.640146e-01	1.696040e+00	3.243060e-01	4.757766e-01	7.115547e-01	0	4.234961e-01	7.458023e-01	5.146824e-01	1.500036e+00
LOC729338	1.299026e-01	0	9.710195e-01	1.127564e+00	2.202601e-01	0	0	1.318752e+00	2.556936e-01	0	6.683957e-01	0	1.168305e+00	0	1.074585e-01	0
LOC729356	4.106556e-01	0	0	8.377781e-02	0	2.039834e+00	3.842852e-01	4.039046e-01	9.570052e-02	0	1.293725e-01	0	2.795540e-01	3.618766e-03	9.238589e-01	9.605184e-01
LOC729409	1.087521e-01	4.700126e-02	0	5.196485e-01	0	0	3.709933e-01	4.539641e-01	1.039360e-01	1.258572e-01	0	2.424920e-01	2.460603e-01	8.742191e-02	1.496918e+00	0
LOC729449	1.157413e+00	1.306969e+00	1.558996e+00	1.439216e+00	1.313958e+00	1.292386e+00	1.172725e+00	2.443787e+00	1.212593e+00	6.270616e-01	1.549254e+00	7.333672e-01	1.387524e+00	1.427085e+00	1.275245e+00	1.590660e+00
LOC729484	1.381239e+00	1.327401e+00	1.642979e+00	1.431775e+00	1.358234e+00	1.402241e+00	1.418920e+00	2.542036e+00	1.350873e+00	8.633780e-01	1.389029e+00	6.156622e-01	1.594854e+00	1.143177e+00	1.542119e+00	1.348210e+00
LOC729497	6.275310e-01	4.855735e-01	8.517937e-01	5.332926e-01	0	1.080177e+00	0	1.350746e+00	5.569136e-01	1.347893e-01	8.251726e-01	7.919169e-01	3.624361e-01	8.389840e-01	1.266862e-02	8.149196e-01
LOC729556	4.443814e-01	0	4.659207e-01	6.401270e-01	0	1.964912e+00	6.485342e-01	8.796047e-01	3.154627e-01	5.842871e-02	5.803997e-01	1.140043e-01	7.930273e-01	4.998767e-02	9.090143e-01	1.358573e+00
LOC729595	1.402755e+00	0	1.048871e+00	1.462611e-01	2.427856e-01	3.209195e-01	7.835418e-01	1.967494e+00	3.511785e-01	0	0	0	1.053933e+00	2.068127e-01	7.023777e-01	5.130079e-01
LOC729602	5.666779e-01	4.043891e-01	3.549667e-01	7.990161e-01	2.263006e+00	3.703354e-01	3.070780e+00	2.963783e-01	3.277685e-01	4.400169e-01	1.888585e-01	2.476316e-01	4.168810e-01	1.897235e-01	2.862382e+00	3.316082e-01
LOC729603	5.870727e-01	4.101448e-01	5.887426e-01	5.586143e-01	0	1.093301e+00	2.962522e-01	6.177555e-01	3.625919e-01	6.947503e-01	2.497578e-02	2.072872e-01	4.190512e-01	3.368677e-01	8.058245e-01	0
LOC729608	1.161892e+00	5.128687e-01	1.318312e+00	1.172219e+00	1.131707e+00	1.081102e+00	1.556935e+00	2.430245e+00	7.410650e-01	6.860225e-01	1.123236e+00	2.630806e-01	9.733652e-01	8.164922e-01	1.286895e+00	1.440328e+00
LOC729611	1.102531e+00	1.176559e+00	1.503626e+00	1.596033e+00	1.812024e+00	1.134091e+00	1.276898e+00	2.248839e+00	1.041442e+00	6.441914e-01	1.225562e+00	7.769883e-01	1.087000e+00	1.102951e+00	1.440055e+00	1.202332e+00
LOC729621	1.169780e+00	1.201757e+00	1.527491e+00	1.316877e+00	1.830770e+00	1.036864e+00	1.107065e+00	2.211452e+00	1.139313e+00	5.327696e-01	1.257198e+00	5.502622e-01	1.227928e+00	1.155763e+00	1.067074e+00	1.136933e+00
LOC729652	2.532777e-01	0	3.884184e-02	2.982296e-01	0	0	3.313452e-01	6.249439e-01	2.873377e-02	0	1.716796e-01	0	0	1.719439e-03	1.009926e+00	0
LOC729680	8.700804e-02	4.104273e-01	2.347848e+00	8.504147e-01	0	2.897776e-01	5.995073e-02	1.728254e+00	1.118117e+00	7.847229e-01	1.947906e+00	1.826793e+00	1.556541e+00	9.799665e-01	3.483796e-01	1.710319e-01
LOC729683	3.273568e-01	1.401009e+00	6.161308e-01	5.011272e-01	1.482711e+00	1.084258e+00	1.114819e+00	6.898799e-01	3.220187e-01	5.887644e-01	3.893435e-01	0	5.969303e-03	0	2.580400e-01	7.131180e-01
LOC729684	4.807273e-01	4.003169e-01	9.897245e-01	1.159609e+00	0	1.481435e+00	1.256587e+00	1.924494e+00	4.869087e-01	5.715587e-01	8.057979e-01	0	6.825975e-01	5.199933e-01	1.471984e+00	2.489998e+00
LOC729742	1.302358e+00	1.164753e+00	1.517450e+00	1.402743e+00	1.692143e+00	1.456745e+00	1.570764e+00	2.407352e+00	1.201829e+00	8.586302e-01	1.268413e+00	7.242327e-01	1.506067e+00	1.143281e+00	1.639130e+00	1.382998e+00
LOC729760	1.066183e+00	1.052888e+00	1.360666e+00	1.473022e+00	1.382812e+00	1.614349e+00	1.602633e+00	1.981544e+00	9.090171e-01	6.800195e-01	1.211047e+00	5.813006e-01	1.148104e+00	1.206615e+00	1.517955e+00	1.893356e+00
LOC729768	1.125787e+00	1.000882e+00	1.110407e+00	1.451597e+00	2.434378e+00	1.109867e+00	9.557300e-01	2.261566e+00	9.550998e-01	5.994904e-01	7.609911e-01	1.554361e-01	9.053749e-01	6.833787e-01	7.421174e-01	1.141067e+00
LOC729779	8.093955e-01	0	9.253506e-02	9.393687e-01	0	0	0	2.312238e+00	1.147413e-02	0	2.909048e-01	0	3.525287e-01	0	2.925084e-01	0
LOC729792	1.586641e-02	0	6.620048e-02	1.083224e+00	0	1.995356e+00	9.972711e-01	5.471249e-01	5.309552e-02	0	1.929454e-01	0	0	6.240798e-02	1.215313e+00	3.302031e+00
LOC729798	1.235772e+00	1.196094e+00	1.618244e+00	1.263741e+00	1.196234e+00	1.737605e+00	1.472213e+00	2.366918e+00	1.228557e+00	8.451491e-01	1.274823e+00	6.685955e-01	1.369165e+00	1.015582e+00	1.518459e+00	1.688045e+00
LOC729806	5.809842e-01	3.870396e-01	0	5.325436e-01	5.976682e-01	0	2.341430e+00	1.314635e-01	3.102631e-01	0	0	9.131622e-02	0	7.363434e-01	2.979398e+00	0
LOC729839	4.467534e-01	5.417542e-01	6.620696e-01	3.945869e-01	0	7.416251e-01	2.545271e-01	1.503726e+00	9.606042e-01	7.667725e-01	7.331607e-01	0	1.379589e-01	2.874167e-01	1.324142e+00	8.075985e-01
LOC729858	1.127440e+00	1.052146e+00	1.169149e+00	9.856278e-01	2.004276e+00	9.436410e-01	1.696156e+00	2.212581e+00	1.018259e+00	6.806739e-01	8.414661e-01	5.560730e-01	1.225252e+00	1.115755e+00	1.308152e+00	9.922992e-01
LOC729887	1.227444e+00	4.774123e-01	1.428550e+00	6.894834e-01	1.377961e+00	7.564036e-01	1.153906e+00	1.566564e+00	7.713998e-01	3.192831e-01	7.581429e-01	2.965415e-01	1.447473e+00	0	5.986705e-01	5.331391e-01
LOC729911	2.763267e-01	3.856757e-01	8.309287e-02	2.876898e-02	1.292297e+00	0	3.424934e-01	7.152767e-02	1.512412e-01	0	0	3.844526e-02	8.443336e-01	2.198090e-01	0	0
LOC729915	4.158234e-01	5.799185e-01	1.206039e-01	6.283489e-01	1.431294e+00	1.271485e+00	1.432158e+00	3.821302e-01	4.373071e-01	3.796287e-01	1.154754e-01	0	5.077516e-01	0	2.016337e+00	7.276714e-01
LOC729956	5.572440e-01	5.904426e-01	4.974657e-01	5.349620e-01	5.940037e+00	1.699950e+00	1.591735e+00	3.921045e-01	2.856861e-01	0	2.516808e-01	0	2.425252e-01	1.815359e-01	0	1.177624e+00
LOC729970	1.009626e+00	7.927056e-01	6.282921e-01	0	0	0	1.105217e-01	7.369270e-01	1.326230e+00	9.157937e-01	2.056255e+00	0	5.822538e-01	2.925422e-01	0	0
LOC729983	5.357991e-01	2.677801e-01	2.289807e-01	9.920882e-01	2.704216e+00	8.173263e-01	1.781890e+00	1.907535e+00	2.469187e-01	7.565719e-02	0	1.684905e+00	2.936784e-01	8.373896e-01	1.505654e+00	3.407586e-01
LOC730038	7.579696e-01	5.848096e-01	9.141801e-01	4.186260e-01	9.867211e-01	1.756273e+00	1.056440e+00	5.030058e-01	5.140404e-01	4.222677e-01	3.417367e-01	0	5.649199e-01	2.267870e-01	7.676786e-01	1.299787e+00
LOC730070	1.435050e+00	1.283628e+00	1.766678e+00	1.435140e+00	1.498593e+00	1.568557e+00	1.483071e+00	2.458484e+00	1.286469e+00	9.068544e-01	1.337356e+00	6.790304e-01	1.559498e+00	1.069198e+00	1.496606e+00	1.627018e+00
LOC730079	1.745481e-01	1.045856e-01	9.174020e-02	1.071684e+00	1.337726e+00	4.743962e-01	1.424757e-01	1.477381e-01	8.799151e-02	0	8.766319e-02	0	0	1.292599e-01	0	0
LOC730091	9.511494e-01	1.782049e-01	5.843550e-01	1.493963e+00	0	4.633208e-01	3.922704e-01	1.501428e+00	1.050331e+00	0	1.292401e+00	4.879647e-01	1.140634e+00	3.282891e-01	1.045203e+00	1.084739e+00
LOC730092	6.982858e-01	1.026786e+00	5.971925e-01	6.422328e-01	0	0	3.676736e-01	2.043144e+00	9.957528e-01	1.118297e+00	1.385474e+00	4.124467e-01	5.288267e-02	3.000923e-01	1.968828e+00	0
LOC730101	3.226606e-01	1.025693e+00	1.737140e-01	8.861413e-01	3.171298e-01	0	0	1.343949e+00	4.404542e-01	0	1.776246e-01	8.185053e-01	1.170070e+00	0	1.030156e+00	0
LOC730102	1.253670e+00	9.477827e-01	7.437141e-01	1.013861e+00	6.185300e-01	6.665578e-01	9.867621e-01	1.038342e+00	1.102824e+00	1.310769e+00	1.222148e+00	2.382793e+00	1.611078e+00	1.031899e+00	1.396309e+00	6.909047e-01
LOC730107	1.314231e+00	0	1.528258e+00	1.271527e+00	0	0	4.554672e-01	2.221052e+00	1.471080e-01	3.741745e-01	9.245017e-01	0	2.439961e-01	7.198418e-01	1.374473e+00	5.267486e-01
LOC730125	4.653869e-01	4.234272e-01	3.912813e-01	1.101536e+00	5.977087e-01	5.122419e-01	1.034621e+00	3.809844e-01	9.148489e-02	3.414555e-01	4.788844e-01	7.495540e-02	6.815801e+00	0	7.918606e-01	5.079207e-01
LOC730134	1.650625e-01	2.992028e-02	3.510408e-02	7.201869e-01	1.711702e-01	1.351208e-01	2.459046e-01	1.690212e-01	4.713067e-02	0	1.586038e-01	1.473377e-02	0	0	1.230066e-01	4.775738e-01
LOC730144	1.234561e+00	1.009868e+00	1.795013e+00	1.334153e+00	7.479691e-01	1.396254e+00	1.235111e+00	2.351229e+00	1.149274e+00	7.809875e-01	1.433170e+00	4.645688e-01	1.214196e+00	1.235041e+00	1.450247e+00	1.516083e+00
LOC730167	1.445443e+00	0	2.015608e+00	1.433703e+00	0	0	0	1.829295e+00	3.383965e-01	2.516492e-01	5.525598e-01	6.749763e-02	4.935069e-01	6.089787e-01	4.838486e-02	0
LOC730168	3.416255e-01	2.264803e-01	2.049874e-01	3.669757e-01	9.780733e-01	3.395799e+00	6.680985e-01	3.317369e-01	2.161580e-01	4.497969e-02	2.968459e-01	3.501258e-01	2.708766e-01	3.643438e-01	2.756442e-01	1.200881e+00
LOC730227	2.370704e-01	2.200338e-01	5.899430e-01	4.126103e-01	1.549927e-01	1.401971e+00	3.744956e-01	4.530405e-01	2.377642e-01	3.051659e-01	1.597818e-01	1.648687e-01	3.592839e-01	4.480488e-03	7.277917e-01	2.818689e-01
LOC730232	1.429053e-01	3.664135e-01	5.275616e-01	6.654538e-01	0	0	0	8.906753e-01	2.290289e-01	0	3.361201e-01	0	4.175203e-01	6.646437e-01	4.629692e-01	1.434141e-01
LOC730235	1.030159e+00	4.430789e-01	8.513004e-01	1.688289e+00	5.416461e-01	7.437811e-01	1.734600e+00	1.347085e+00	6.505448e-01	1.063684e+00	7.466434e-01	2.345402e-01	4.767507e-01	4.477310e-01	3.848783e+00	9.828765e-01
LOC730286	8.849176e-01	6.235129e-01	6.294592e-01	1.302716e+00	1.653125e+00	1.219097e+00	1.707430e+00	9.621446e-01	8.313442e-01	9.720303e-01	5.564193e-01	4.686415e-01	6.474368e-01	5.705906e-01	3.049712e+00	8.305114e-01
LOC730392	3.848354e-01	1.864299e-01	1.888965e-01	8.947944e-01	6.847413e-01	2.481610e+00	1.288284e+00	6.657481e-01	3.760515e-01	3.840034e-01	4.356086e-01	0	4.154246e-01	1.700991e-01	1.702543e+00	3.846094e+00
LOC730405	3.029696e-01	5.628789e-02	3.439825e-01	1.900323e-01	0	1.614985e+00	3.010660e-01	5.331305e-01	3.524517e-01	3.971797e-01	3.093447e-01	1.088757e+00	1.350479e-01	8.103001e-01	3.842793e-01	4.310659e-01
LOC730747	1.111934e+00	1.162561e+00	1.486711e+00	1.414118e+00	1.658653e+00	1.489582e+00	1.300968e+00	2.103432e+00	1.113022e+00	6.445861e-01	1.210969e+00	7.820639e-01	1.204402e+00	1.025039e+00	1.291827e+00	1.341655e+00
LOC730834	2.571796e-01	0	2.091819e-01	6.911120e-02	5.103645e-02	3.790646e-01	6.186218e-02	4.589592e-01	1.607465e-01	4.044220e-02	3.275528e-01	8.177502e-02	5.620506e-01	2.497094e-01	5.634250e-02	0
LOC730961	3.273492e-01	0	6.993293e-02	2.534926e-01	0	5.884584e-01	2.882679e-01	9.550520e-01	6.331270e-02	0	3.799115e-01	1.807891e-01	0	1.142056e-01	8.387590e-01	1.425496e+00
LOC731275	4.072174e-01	4.067942e-01	2.306367e-01	1.076514e+00	2.150133e+00	1.458110e+00	1.474851e+00	3.014665e-01	6.499658e-01	7.231616e-01	8.482080e-02	5.552779e-01	2.399188e-01	3.767361e-01	2.278764e+00	4.741059e-01
LOC731312	3.622277e-01	1.390661e-01	9.694927e-02	1.551502e-01	2.552911e-01	8.813061e-01	0	0	8.918412e-02	7.161253e-02	2.097969e-01	2.906847e-01	2.302682e-01	2.032492e-01	0	0
LOC731688	1.353658e+00	1.397123e+00	1.652817e+00	1.522047e+00	1.090770e+00	1.236845e+00	1.388823e+00	2.485518e+00	1.359231e+00	8.888908e-01	1.396731e+00	5.920260e-01	1.576603e+00	1.233437e+00	1.646533e+00	1.325361e+00
LOC731724	3.339097e-01	9.430881e-01	2.884198e-01	5.233565e-01	0	0	1.348700e-01	2.846472e-01	4.854472e-01	4.825314e-01	5.907409e-01	1.315321e-01	7.419468e-02	0	0	0
LOC731789	2.098899e-01	2.903773e-01	1.897260e-02	1.803271e-01	5.834975e-01	0	7.616931e-01	5.527650e-02	4.308970e-02	3.877545e-01	0	0	1.618550e-01	0	8.789906e-01	2.479989e-01
LOC731852	3.099050e-01	0	1.463813e-01	0	4.894416e-02	1.943728e+00	5.381341e-01	4.878445e-01	1.832113e-01	0	2.935304e-01	3.888090e-01	0	8.730038e-03	1.353848e-01	1.572368e+00
LOC732199	1.040208e+00	1.146862e+00	1.356986e+00	1.555349e+00	2.633915e+00	1.242015e+00	1.283192e+00	2.073732e+00	9.520116e-01	5.506909e-01	1.052527e+00	8.136266e-01	9.222877e-01	1.021565e+00	1.126264e+00	1.287358e+00
LOC732215	1.055320e+00	8.709893e-01	1.641331e+00	9.351792e-02	1.066623e+00	3.716161e-01	1.168496e+00	6.654808e-01	3.838284e-01	1.209727e+00	1.306488e+00	0	1.496804e+00	0	6.724481e-01	5.191315e-01
LOC732275	3.259727e-01	2.693878e-01	6.294538e-01	0	7.238648e-01	1.797194e-01	4.727560e-01	2.305572e-01	1.682336e-01	0	0	8.643354e-02	3.821497e-01	3.348617e-01	0	0
LOC751071	8.119037e-01	4.720785e-01	1.096490e+00	7.749134e-01	1.403548e+00	1.161886e+00	1.226417e+00	1.298988e+00	6.295743e-01	1.132674e-01	3.368086e-01	5.992132e-01	8.769851e-01	9.228604e-01	8.231099e-01	6.516803e-01
